seed,init_cells,steps,crashed,harvested_mg,time_avg_od
1000,117,7200,False,50.160525312000004,0.015282528474926949
1001,195,7200,False,106.59705856000001,0.01763944700360298
1002,134,7200,False,159.177690048,0.01918317936360836
1003,49,7200,False,0.0,0.006176322232931852
1004,321,7200,False,231.107991552,0.01887303590774536
1005,279,7200,False,223.273842944,0.01900569349527359
1006,128,7200,False,76.64706688,0.016807805746793747
1007,110,7200,False,73.41622848,0.016376905143260956
1008,374,7200,False,248.733974272,0.01900608278810978
1009,177,7200,False,190.59848403200002,0.01904929243028164
1010,79,7200,False,28.866458368000004,0.013349704444408417
1011,266,7200,False,91.237422464,0.017372431233525276
1012,104,7200,False,35.921751040000004,0.01434842124581337
1013,248,7200,False,213.81286502400002,0.019070295616984367
1014,215,7200,False,178.60894515200002,0.01872435212135315
1015,350,7200,False,212.499559424,0.018341144546866417
1016,33,7200,False,0.0,0.008143900893628597
1017,120,7200,False,28.861428736,0.013863835483789444
1018,173,7200,False,105.17906278400001,0.01781749539077282
1019,128,7200,False,89.17711667200001,0.017069412395358086
1020,102,7200,False,126.26217843200001,0.018354179337620735
1021,191,7200,False,228.156996608,0.019901802763342857
1022,344,7200,False,210.332504064,0.01873914897441864
1023,110,7200,False,15.37440608,0.013181999325752258
1024,51,7200,False,48.562397184000005,0.014140267856419086
1025,153,7200,False,90.116919584,0.0174564179033041
1026,133,7200,False,84.07441715200001,0.016959045082330704
1027,219,7200,False,81.37464064000001,0.01713857240974903
1028,121,7200,False,97.80672819200001,0.017294500023126602
1029,120,7200,False,0.833549568,0.011770602315664291
1030,138,7200,False,116.918924032,0.018082013353705406
1031,219,7200,False,113.05390873600001,0.017863484099507332
1032,156,7200,False,80.165088256,0.016970984637737274
1033,331,7200,False,258.145696384,0.019111303612589836
1034,116,7200,False,147.08147404800002,0.019036533311009407
1035,176,7200,False,190.6969072,0.019390977919101715
1036,264,7200,False,141.247442048,0.017896082252264023
1037,179,7200,False,65.16773555200001,0.016522979363799095
1038,210,7200,False,181.92217062400002,0.018792349845170975
1039,108,7200,False,26.4800896,0.013560853898525238
